#incident_id,date,n_killed,n_injured,latitude,longitude,guns_involved,district,0,0
489934,6,24,13,1,3,39.0914,-94.5484,0,23
489987,6,25,13,1,4,41.7621,-87.6152,0,32
490048,6,27,13,2,2,36.4144,-118.925,1,23
490115,6,28,13,0,6,41.9691,-87.6548,0,13
490150,6,29,13,3,1,32.8549,-80.0122,0,109
490226,6,30,13,0,9,40.6452,-73.928,0,58
490166,6,30,13,0,4,39.7512,-104.848,0,30
893251,7,1,13,0,1,40.888,-73.5899,1,13
490245,7,1,13,4,0,32.7157,-97.2597,0,95
1023908,7,2,13,1,0,40.7037,-74.084,1,31
490335,7,4,13,0,4,41.7858,-87.6061,0,5
490351,7,4,13,1,6,42.6482,-83.2871,0,29
490750,7,6,13,1,3,40.6987,-73.95,0,56
490395,7,6,13,0,4,34.7982,-87.6854,0,1
490772,7,7,13,0,5,41.689,-87.6157,1,34
490767,7,7,13,0,4,32.3625,-88.7022,3,82
490893,7,7,13,1,4,37.9218,-121.298,0,13
490793,7,7,13,1,3,26.2489,-80.1352,0,92
490909,7,9,13,0,4,39.2956,-76.6374,0,40
490917,7,9,13,2,2,42.2783,-89.0953,0,67
490922,7,11,13,2,2,35.2837,-80.7742,0,106
490943,7,12,13,1,3,37.7649,-122.423,1,17
490954,7,12,13,2,2,37.1948,-85.5219,1,0
491162,7,13,13,0,4,41.0738,-80.5997,0,58
490979,7,13,13,0,4,38.8583,-76.9883,0,0
490963,7,13,13,1,3,35.5263,-97.504,0,99
490932,7,13,13,1,4,40.1981,-74.7491,1,14
491037,7,14,13,0,5,42.874,-85.6052,1,72
491001,7,14,13,1,4,37.7044,-97.3289,0,103
491046,7,17,13,1,3,37.7976,-122.212,0,18
491073,7,19,13,0,4,36.9613,-120.061,0,5
491082,7,19,13,0,4,41.7957,-72.6635,0,5
491181,7,20,13,0,5,40.6962,-73.9178,1,53
491214,7,21,13,0,4,40.6699,-73.9293,0,55
491226,7,24,13,0,4,39.0527,-95.6546,0,57
491243,7,25,13,0,4,42.3031,-83.3301,0,16
491253,7,26,13,4,0,39.2832,-80.3488,1,48
491265,7,26,13,7,0,25.864,-80.3122,1,110
491287,7,28,13,0,4,32.8958,-96.8986,0,103
491281,7,29,13,0,4,46.3421,-120.187,0,15
491292,7,30,13,0,4,32.7222,-103.179,1,62
491438,8,2,13,0,4,39.8679,-86.1461,1,86
491416,8,2,13,2,3,40.7291,-74.1915,0,29
491461,8,3,13,0,5,42.423,-83.2082,0,8
491473,8,4,13,3,4,36.6799,-121.606,1,30
491546,8,4,13,1,3,39.083,-94.5557,0,23
964573,8,5,13,1,0,39.9669,-75.2229,1,190
491609,8,6,13,3,4,40.8959,-75.323,2,0
491630,8,6,13,0,4,40.8057,-74.2128,0,34
491698,8,7,13,4,4,32.6412,-96.9481,0,111
491734,8,9,13,2,2,38.6706,-90.228,1,77
491729,8,10,13,0,4,39.7435,-75.5641,0,3
491710,8,11,13,0,4,40.6524,-73.9321,0,58
491749,8,11,13,1,4,36.8364,-76.3361,0,80
491770,8,13,13,0,4,39.9439,-75.2195,0,0
492001,8,14,13,4,0,35.3867,-97.4356,1,94
1074613,8,17,13,1,0,39.9672,-76.7206,1,95
491819,8,17,13,0,4,37.7767,-122.419,0,17
491948,8,18,13,0,4,39.2649,-75.024,0,1
491937,8,18,13,0,4,41.6651,-83.5591,0,44
491898,8,18,13,1,4,34.7104,-80.1421,0,53
491840,8,18,13,1,3,41.8798,-87.7232,0,10
491965,8,19,13,1,4,41.9653,-87.6557,1,13
491992,8,20,13,2,2,39.2806,-76.6354,1,40
958032,8,23,13,1,0,40.2281,-74.7611,1,0
492260,8,25,13,1,3,34.3305,-79.4333,0,57
492270,8,25,13,2,2,44.9553,-93.2489,2,0
492276,8,25,13,4,1,30.0194,-82.3278,3,19
479646,8,25,13,0,4,37.7389,-122.169,0,18
479682,9,5,13,0,4,35.2406,-80.8095,0,107
479727,9,7,13,1,3,38.688,-90.2456,1,76
479709,9,7,13,2,4,41.5971,-87.2256,0,3
479734,9,10,13,1,4,41.2205,-73.1929,0,126
479774,9,11,13,0,4,40.7283,-74.0048,1,66
479747,9,12,13,4,0,35.9576,-84.8407,0,25
479757,9,12,13,1,3,38.9047,-77.0122,0,0
479821,9,14,13,0,4,35.6864,-82.0201,1,85
480104,9,15,13,0,5,38.8111,-104.822,0,18
480058,9,15,13,3,1,33.7709,-84.05,1,93
480071,9,15,13,0,6,46.5854,-120.538,0,14
480366,9,16,13,11,3,38.873,-76.9977,2,0
480394,9,17,13,2,3,37.9625,-121.276,0,13
480415,9,17,13,0,4,42.7349,-84.573,0,68
480453,9,17,13,0,4,36.2003,-115.159,0,6
480462,9,17,13,0,5,28.3107,-81.4488,0,43
480470,9,18,13,1,4,35.0411,-90.0292,0,91
480521,9,19,13,0,12,41.803,-87.6699,1,2
480582,9,20,13,2,2,33.8728,-118.171,0,63
480605,9,20,13,5,0,32.2337,-96.4661,1,0
480632,9,21,13,0,4,26.6552,-80.062,0,87
480661,9,22,13,1,3,38.662,-90.2062,0,79
480669,9,22,13,2,4,43.2489,-86.2368,1,92
480646,9,22,13,1,6,37.6861,-97.3288,0,103
480691,9,24,13,0,6,38.4136,-82.4609,2,17
480700,9,25,13,0,4,36.0934,-79.3526,0,63
480720,9,27,13,0,4,39.9272,-82.0073,1,97
480730,9,29,13,0,4,41.7854,-87.6209,0,5
480747,10,2,13,0,4,41.305,-95.9758,0,0
670964,10,5,13,1,1,41.0951,-85.0984,1,85
480765,10,5,13,1,12,36.7054,-119.76,0,31
480882,10,5,13,0,4,42.9114,-78.8075,0,141
480897,10,6,13,0,4,33.451,-112.301,0,19
480961,10,6,13,1,5,39.943,-75.2268,0,0
984965,10,7,13,1,0,39.8461,-74.7348,1,9
480981,10,9,13,4,0,33.6652,-95.5505,0,1
481029,10,12,13,0,5,36.1189,-95.8429,1,75
1007851,10,13,13,1,0,41.235,-75.9011,1,121
481043,10,13,13,0,8,40.2692,-76.8681,0,0
481254,10,20,13,0,4,26.2503,-80.2237,0,96
481263,10,20,13,2,2,25.6087,-80.5096,0,120
481268,10,21,13,2,5,40.4555,-79.897,0,0
492366,10,26,13,1,5,41.3067,-72.9118,0,95
481419,10,26,13,0,4,25.9443,-80.2519,0,102
492325,10,26,13,5,0,33.5042,-112.096,1,24
492427,10,27,13,0,4,30.0716,-94.1485,0,22
492699,10,27,13,0,4,38.7354,-121.226,1,6
492393,10,27,13,1,4,35.163,-79.4233,0,52
492570,10,27,13,1,6,38.1517,-122.25,0,14
492914,10,29,13,5,0,33.9881,-82.2888,0,12
492933,11,2,13,1,3,37.8133,-85.9224,0,0
492985,11,3,13,0,5,33.8249,-117.227,0,61
492950,11,3,13,1,3,33.9454,-118.399,0,62
492999,11,5,13,0,4,38.8934,-76.9508,0,0
493109,11,5,13,4,0,30.3068,-81.7298,0,14
493035,11,7,13,3,7,42.4334,-83.0523,0,5
493842,11,9,13,2,16,29.884,-95.7187,0,132
493893,11,10,13,1,3,40.8007,-81.3868,1,49
493863,11,10,13,1,3,33.3933,-112.174,0,19
493882,11,11,13,4,1,40.7122,-73.9359,1,53
494033,11,15,13,1,3,29.6168,-95.4428,0,131
494072,11,20,13,3,2,29.8222,-95.2761,0,142
494116,11,21,13,0,4,39.9728,-75.2399,0,0
964582,11,22,13,0,1,39.9683,-75.2238,1,190
964576,11,22,13,0,1,39.9669,-75.2229,1,190
494155,11,23,13,4,1,36.1771,-95.9403,0,72
495145,11,25,13,0,7,37.7488,-122.165,0,18
494215,11,25,13,1,3,44.9481,-93.2505,0,0
495171,11,28,13,0,4,43.1595,-77.61,1,137
495178,11,29,13,0,4,39.8182,-86.1082,0,96
495195,11,29,13,0,4,36.7297,-119.81,0,31
495268,11,30,13,0,4,30.8405,-83.2801,0,177
495323,11,30,13,0,5,42.7326,-84.5557,0,68
495347,12,1,13,2,2,25.8336,-80.2167,0,108
972570,12,1,13,1,0,0,0,1,0
495332,12,1,13,4,0,39.0379,-95.6905,1,58
495374,12,7,13,0,4,39.7361,-75.6309,0,19
979523,12,7,13,1,0,39.9665,-76.7298,1,95
495506,12,14,13,0,4,35.7603,-80.8937,0,84
495530,12,15,13,0,5,29.7908,-95.1355,0,143
495543,12,15,13,1,3,25.4631,-80.4572,0,120
495548,12,21,13,1,4,40.205,-74.7517,0,15
495557,12,21,13,0,4,35.2875,-81.546,0,111
495566,12,22,13,1,3,43.3115,-86.2997,1,92
495577,12,25,13,1,3,40.8463,-72.9919,0,3
1012298,12,25,13,1,0,40.6132,-74.4143,1,22
495588,12,25,13,3,2,40.7217,-74.2217,0,28
496584,12,26,13,3,3,29.6456,-90.5388,1,54
496634,12,26,13,2,6,30.2743,-89.7826,1,76
496668,12,28,13,3,5,32.3719,-86.2952,0,77
93832,12,29,13,0,2,34.1204,-117.992,0,48
520496,12,29,13,1,0,40.8739,-74.0845,0,38
496703,12,31,13,3,1,41.0186,-81.585,0,35
496684,12,31,13,0,6,40.6712,-73.9088,0,55
935147,12,31,13,1,0,0,0,1,0
95289,1,1,14,0,0,43.2301,-86.2514,0,92
92401,1,1,14,0,0,40.7417,-74.1695,0,29
92383,1,1,14,1,0,40.7034,-73.7474,0,33
92142,1,1,14,0,1,40.6715,-73.9476,0,43
95261,1,1,14,0,1,37.2646,-93.3007,0,131
92272,1,1,14,0,1,32.4848,-84.9727,0,135
92428,1,1,14,0,1,43.0308,-76.1562,0,128
94205,1,1,14,0,0,38.053,-84.4928,0,0
92218,1,1,14,0,1,32.7866,-83.7199,0,142
104905,1,1,14,0,1,38.7765,-77.4996,0,50
92423,1,1,14,0,1,39.9641,-75.1916,0,0
94154,1,1,14,0,0,37.0258,-76.3534,0,92
92215,1,1,14,1,0,32.8548,-79.9977,0,109
104022,1,1,14,0,0,39.3106,-76.7022,0,41
92357,1,1,14,1,0,39.7457,-75.5668,0,3
92790,1,1,14,1,0,39.0496,-108.525,0,54
92213,1,1,14,0,1,32.8461,-79.9813,0,111
102729,1,1,14,0,0,37.1536,-93.2778,0,136
92342,1,1,14,1,0,34.7663,-86.6028,0,19
92747,1,1,14,0,1,39.8952,-75.1241,0,5
92153,1,1,14,1,0,29.9768,-90.055,0,93
95266,1,1,14,0,1,37.1302,-113.416,0,71
92284,1,1,14,0,1,41.049,-85.0909,0,80
92578,1,1,14,1,0,29.8863,-90.1087,0,87
92623,1,1,14,0,0,38.0795,-89.383,1,116
92131,1,1,14,0,1,40.8179,-73.8628,0,85
92614,1,1,14,0,1,38.434,-105.264,0,60
92144,1,1,14,0,1,40.8623,-73.8959,0,78
92734,1,1,14,0,2,33.5922,-101.818,0,84
96019,1,1,14,0,0,41.1508,-100.78,0,0
92252,1,1,14,0,0,32.7187,-80.1029,0,116
92725,1,1,14,0,0,29.7654,-95.3663,0,145
95622,1,1,14,0,1,42.4751,-70.9697,0,0
92204,1,1,14,0,0,37.1422,-76.5355,0,95
854799,1,1,14,0,0,30.6884,-87.048,1,3
92497,1,1,14,0,0,26.6336,-81.8601,0,78
98134,1,1,14,1,0,29.8862,-90.1087,1,87
94194,1,1,14,0,3,33.2482,-87.567,0,61
92563,1,1,14,1,0,31.3762,-90.5601,1,53
92418,1,1,14,0,0,39.7981,-75.0288,0,4
92282,1,1,14,0,1,33.9354,-79.9326,0,61
92315,1,1,14,0,0,42.6828,-89.0187,0,44
92337,1,1,14,1,0,31.7839,-86.1926,0,90
92328,1,1,14,3,0,33.4464,-112.258,0,19
97976,1,1,14,1,0,21.9986,-159.356,1,15
92345,1,1,14,0,1,47.5498,-122.318,0,11
92479,1,1,14,0,3,25.5155,-80.4089,0,117
92490,1,1,14,1,0,28.5064,-81.1511,0,50
92501,1,1,14,0,0,28.4907,-81.4077,0,46
92117,1,1,14,0,1,38.4333,-84.3542,1,78
92540,1,1,14,1,1,28.4532,-81.389,0,48
92180,1,1,14,0,1,41.6824,-83.5364,0,44
95264,1,1,14,0,1,37.6498,-97.3086,0,98
92279,1,1,14,1,0,41.0679,-85.0921,0,80
92576,1,1,14,0,2,30.0454,-89.9837,0,100
92660,1,1,14,1,0,38.7649,-76.8712,0,0
95209,1,1,14,0,0,38.9275,-77.0089,0,0
92305,1,1,14,0,0,37.3691,-81.0813,0,27
151443,1,1,14,0,0,42.1165,-72.586,0,0
92506,1,1,14,0,0,32.6184,-83.6728,0,147
93194,1,1,14,1,0,35.663,-101.404,0,87
92303,1,1,14,0,0,43.0711,-87.8977,0,19
150404,1,1,14,0,0,42.9887,-71.4554,0,0
92504,1,1,14,0,1,28.899,-81.2615,0,27
93182,1,1,14,0,2,41.8253,-71.4143,0,2
92238,1,1,14,0,1,34.9624,-77.9622,0,4
95287,1,1,14,0,0,31.4674,-110.974,0,2
92487,1,1,14,0,2,27.9447,-82.4842,0,60
93067,1,1,14,0,0,41.6011,-83.6245,0,44
92236,1,1,14,0,1,35.7688,-78.6173,0,33
95284,1,1,14,0,0,40.9752,-75.9845,0,0
92395,1,1,14,1,0,42.8913,-78.8659,0,141
92670,1,1,14,0,1,39.2857,-76.5682,0,46
92194,1,1,14,2,2,36.8508,-76.2859,0,80
95234,1,1,14,0,1,29.8877,-93.9602,0,22
92393,1,1,14,1,0,37.3389,-120.497,0,21
92662,1,1,14,1,0,38.9554,-76.8782,0,22
92189,1,1,14,0,0,37.7953,-85.6381,0,0
92389,1,1,14,2,0,36.737,-119.773,0,31
95232,1,1,14,0,1,34.1481,-118.209,0,43
92736,1,1,14,1,1,33.5922,-101.818,0,84
95281,1,1,14,0,1,48.098,-122.322,0,38
92125,1,1,14,0,0,34.6347,-98.4222,0,64
93854,1,1,14,0,2,39.9394,-91.4067,0,94
92209,1,1,14,0,0,36.0633,-79.7785,0,58
92413,1,1,14,0,0,39.8258,-75.0659,0,4
92744,1,1,14,0,2,39.9168,-74.9485,0,7
96365,1,1,14,0,0,40.7951,-74.1562,0,29
92339,1,1,14,0,1,47.6017,-122.299,0,37
92740,1,1,14,0,1,40.884,-74.5621,0,25
92334,1,1,14,0,0,47.5337,-122.372,0,34
92269,1,1,14,0,0,32.4763,-84.9861,0,135
92568,1,1,14,0,0,33.0363,-90.0028,0,47
92331,1,1,14,0,2,41.7001,-73.9158,0,104
95255,1,1,14,0,0,37.1446,-93.3448,0,133
92566,1,1,14,0,1,34.2409,-88.6754,0,16
92122,1,1,14,0,0,38.8847,-77.1672,0,53
94111,1,1,14,0,1,33.8158,-79.1228,0,58
92211,1,1,14,1,0,32.8458,-80.0293,0,111
92420,1,1,14,0,1,41.3083,-72.9279,0,96
92119,1,1,14,0,1,38.2501,-85.815,0,0
92174,1,1,14,0,4,41.7035,-87.6259,0,28
92207,1,1,14,0,0,36.1459,-80.251,0,72
92135,1,1,14,1,0,40.6838,-73.9075,1,54
92129,1,1,14,0,2,35.5711,-96.0152,0,24
95279,1,1,14,0,1,34.0027,-86.0355,0,28
92266,1,1,14,0,1,32.433,-84.9255,0,136
219530,1,1,14,0,1,40.0331,-75.1069,0,0
95286,1,1,14,0,0,42.5085,-94.1894,1,9
92405,1,1,14,0,3,34.2514,-85.4531,0,12
92292,1,1,14,0,3,41.04,-85.1163,0,80
108870,1,1,14,0,0,65.3198,-151.89,0,39
92469,1,1,14,0,0,34.7314,-92.259,0,36
92839,1,1,14,0,0,29.9674,-90.0581,0,99
92288,1,1,14,0,1,35.6029,-77.3481,0,9
108869,1,1,14,0,0,31.3445,-109.557,0,14
92456,1,1,14,0,0,34.735,-86.6314,0,53
92836,1,1,14,0,0,29.9861,-90.0595,0,97
92225,1,1,14,0,0,34.7954,-86.6138,0,19
95271,1,1,14,0,1,39.7751,-104.948,0,5
92434,1,1,14,0,1,41.6024,-72.6964,0,32
92828,1,1,14,1,0,32.3157,-89.1528,0,84
92221,1,1,14,1,0,33.4717,-86.8846,0,52
95268,1,1,14,0,0,40.1015,-83.0127,0,21
92373,1,1,14,2,0,39.2766,-76.7403,0,12
92607,1,1,14,0,1,42.4142,-82.9582,0,3
92162,1,1,14,0,1,34.1259,-118.186,0,51
94637,1,1,14,0,0,33.7475,-84.3003,0,83
92363,1,1,14,1,0,39.2056,-96.068,0,61
92602,1,1,14,2,2,42.3484,-83.0597,0,6
92156,1,1,14,0,1,32.4921,-93.7789,0,2
92139,1,1,14,0,1,40.6155,-74.0816,0,61
92133,1,1,14,0,1,40.6804,-73.9167,0,55
94476,1,1,14,0,0,39.4284,-75.2254,0,3
92587,1,1,14,0,0,41.9873,-87.6582,0,14
92360,1,1,14,1,0,38.814,-104.749,0,17
93431,1,1,14,0,1,27.3034,-98.6823,0,31
92307,1,1,14,0,1,43.1027,-87.9752,0,17
92519,1,1,14,0,0,35.8255,-88.9093,0,79
95244,1,1,14,0,0,36.7515,-76.3443,0,81
92251,1,1,14,0,1,41.4515,-81.7724,0,13
217091,1,1,14,0,0,33.4347,-112.006,0,27
92512,1,1,14,1,1,26.7875,-80.0714,0,88
95236,1,1,14,0,1,29.4769,-98.513,0,123
92248,1,1,14,1,0,36.9303,-82.2722,0,4
165411,1,1,14,0,1,27.7515,-97.4432,0,34
92400,1,1,14,0,1,40.7214,-74.0701,0,31
93422,1,1,14,0,0,31.0843,-97.6373,0,54
289294,1,1,14,0,0,43.0889,-79.0488,0,145
92243,1,1,14,0,1,36.7987,-76.3975,0,77
92397,1,1,14,0,1,40.2138,-74.8426,0,0
93235,1,1,14,0,1,32.8671,-97.3165,0,93
92202,1,1,14,0,1,37.0959,-76.4894,0,94
95620,1,1,14,0,1,42.4684,-70.9617,0,0
92311,1,1,14,0,0,43.0199,-87.9896,0,7
92677,1,1,14,0,1,39.3499,-76.6721,0,41
92200,1,1,14,0,1,36.9875,-76.4097,0,95
95290,1,1,14,0,0,36.1989,-115.118,0,6
92309,1,1,14,0,1,43.0169,-87.9252,0,8
92672,1,1,14,0,1,39.3542,-76.5553,0,45
92197,1,1,14,0,1,36.9881,-76.4185,0,95
165408,1,1,14,0,0,27.7097,-97.3873,0,32
97866,1,1,14,1,0,30.4817,-90.8615,0,95
94486,1,1,14,0,0,39.4339,-75.2276,0,3
92160,1,1,14,1,0,35.2517,-97.495,0,46
92230,1,1,14,0,0,37.5724,-77.4825,0,68
141405,1,1,14,0,1,41.0799,-85.1645,0,81
92386,1,1,14,0,2,35.3229,-119.038,0,34
92924,1,1,14,0,0,39.7827,-89.6411,0,96
92228,1,1,14,0,1,34.2291,-91.9779,0,16
121881,1,1,14,0,0,44.0737,-92.5004,0,0
92376,1,1,14,0,1,61.154,-149.924,0,19
92908,1,1,14,0,2,38.6196,-90.2558,0,80
92186,1,1,14,0,1,37.0698,-83.3789,0,0
95283,1,1,14,0,1,47.6573,-120.917,0,12
92620,1,1,14,0,2,42.3756,-83.0643,0,4
92183,1,1,14,0,1,38.0534,-84.4808,0,0
95277,1,1,14,0,0,33.7892,-84.4459,0,53
92296,1,1,14,0,1,41.7402,-87.6114,0,34
92612,1,1,14,0,1,42.3727,-83.1921,0,11
92165,1,1,14,0,1,38.119,-83.1214,0,0
92560,1,1,14,0,1,26.1522,-80.2348,0,95
95246,1,1,14,0,0,38.5982,-90.235,0,78
92522,1,1,14,2,0,27.8428,-82.7056,0,68
95245,1,1,14,0,0,37.5266,-77.4125,0,70
92409,1,1,14,1,0,40.2051,-74.7595,0,15
93491,1,1,14,0,1,41.6611,-91.5302,0,85
92453,1,1,14,0,2,34.6937,-86.6275,1,10
94704,1,1,14,0,0,31.1192,-97.6979,0,55
92472,1,1,14,1,1,35.8689,-80.2366,0,81
92301,1,1,14,0,1,42.2884,-89.116,0,67
92233,1,1,14,0,1,35.3182,-78.7225,0,53
261045,1,1,14,0,0,43.093,-79.0543,2,145
150401,1,1,14,0,0,43.0664,-76.1558,0,129
95211,1,1,14,0,0,38.9602,-77.0199,0,0
95207,1,1,14,0,0,38.8807,-76.9293,0,0
95203,1,1,14,0,0,38.8569,-76.9718,0,0
95212,1,1,14,0,0,38.917,-77.0006,0,0
95206,1,1,14,0,0,38.903,-77.0504,0,0
95202,1,1,14,0,0,38.9192,-76.9994,0,0
182940,1,1,14,1,2,42.423,-83.2968,1,10
92859,1,1,14,0,1,32.3887,-91.7928,1,19
92114,1,1,14,0,1,38.0507,-84.4829,0,0
92137,1,1,14,0,1,40.8396,-73.8758,0,87
95173,1,1,14,0,0,38.8876,-76.9949,0,0
95273,1,1,14,0,0,39.8258,-86.027,0,98
92148,1,1,14,0,3,40.6505,-73.9573,0,42
92158,1,1,14,1,0,36.8513,-82.2958,0,4
92245,1,1,14,0,0,39.7675,-84.2269,0,39
92151,1,1,14,0,1,38.356,-81.644,1,37
92432,1,1,14,1,1,43.1657,-77.6462,0,136
100729,1,1,14,1,0,28.5064,-81.1511,1,50
92294,1,1,14,1,0,34.2022,-78.9474,0,46
92481,1,1,14,0,1,30.2076,-81.5532,0,16
92177,1,1,14,0,0,39.6077,-84.3014,0,42
95071,1,1,14,0,0,30.4491,-91.1871,0,67
92679,1,2,14,1,0,39.327,-76.5637,0,45
213872,1,2,14,0,0,38.9596,-76.9571,0,22
152090,1,2,14,0,0,40.8634,-73.9676,0,37
92524,1,2,14,0,1,27.7703,-82.6583,0,70
93429,1,2,14,0,0,31.0957,-97.6892,0,54
92380,1,2,14,0,1,33.7201,-117.985,0,72
92378,1,2,14,1,0,37.333,-121.888,0,27
92668,1,2,14,2,0,39.311,-76.5859,0,45
