#incident_id,date,n_killed,n_injured,latitude,longitude,guns_involved,district,0,0
144928,6,8,14,0,1,39.7651,-92.7537,0,6
144056,6,8,14,0,1,32.0491,-81.085,0,165
176689,6,8,14,0,0,37.4547,-77.4773,0,70
144418,6,8,14,0,0,35.6533,-80.4572,0,76
144925,6,8,14,1,1,39.9056,-75.1097,0,5
144049,6,8,14,0,1,42.347,-83.227,0,10
167572,6,8,14,0,0,38.9071,-77.0533,0,0
144415,6,8,14,0,0,34.2091,-77.849,0,19
144918,6,8,14,1,0,38.1692,-85.8213,0,0
144210,6,8,14,0,0,43.0713,-71.4021,0,0
146392,6,8,14,0,1,30.1828,-85.717,0,6
147090,6,8,14,0,0,41.9111,-87.6788,0,10
144213,6,8,14,0,0,32.736,-97.0631,0,93
143938,6,8,14,0,0,42.9356,-85.6379,0,75
144649,6,8,14,0,0,38.8472,-76.9998,0,0
146818,6,8,14,0,0,40.8322,-73.9034,0,79
144252,6,8,14,0,0,27.9604,-82.458,0,61
143936,6,8,14,0,1,43.1066,-88.0064,0,12
144225,6,8,14,0,1,33.7536,-84.3832,0,58
143931,6,8,14,0,1,43.077,-87.955,0,16
146628,6,8,14,1,0,30.5099,-91.1316,0,29
144524,6,8,14,5,0,26.4815,-81.8213,0,76
817524,6,8,14,0,0,31.9343,-106.591,1,0
144565,6,8,14,1,4,31.2722,-86.2531,0,92
146626,6,8,14,0,3,30.5043,-91.1174,0,29
144411,6,8,14,0,1,34.7884,-86.5862,0,19
144880,6,8,14,0,0,39.4825,-75.014,0,1
146458,6,8,14,0,0,29.9374,-90.1009,0,91
144154,6,8,14,0,1,45.5252,-122.674,0,36
146000,6,9,14,0,0,27.9167,-82.8,0,66
144043,6,9,14,0,1,39.3969,-84.5614,0,51
148018,6,9,14,0,0,35.8242,-77.2642,0,23
144490,6,9,14,0,1,40.8605,-73.8576,0,80
144808,6,9,14,2,0,40.7033,-74.0893,0,31
144485,6,9,14,0,0,39.786,-89.6337,0,96
144148,6,9,14,0,0,45.5222,-122.512,0,47
144774,6,9,14,0,1,41.4546,-81.7589,0,13
145951,6,9,14,1,0,38.3334,-75.5693,0,0
144470,6,9,14,3,1,41.7488,-87.7097,0,32
184820,6,9,14,0,0,37.6558,-97.4271,0,97
144741,6,9,14,0,2,32.7476,-117.136,0,78
145904,6,9,14,2,0,28.884,-82.3669,0,34
184821,6,9,14,0,0,38.7405,-90.3648,0,73
144944,6,9,14,1,1,39.8107,-86.1389,0,96
144738,6,9,14,1,1,38.5327,-121.45,0,7
148013,6,9,14,0,0,34.758,-76.6358,0,13
171554,6,9,14,0,1,29.4839,-98.6301,0,125
145842,6,9,14,1,0,30.4435,-88.529,0,111
144440,6,9,14,0,0,34.4834,-82.6378,0,8
168376,6,9,14,0,0,30.6341,-87.1567,0,3
144728,6,9,14,0,0,34.1638,-118.386,0,46
145750,6,9,14,0,1,42.2979,-71.1303,0,0
144435,6,9,14,0,1,34.9366,-81.9923,0,31
166263,6,9,14,0,1,29.653,-95.5588,0,131
144722,6,9,14,0,1,34.7882,-82.3954,0,25
145748,6,9,14,0,0,42.3447,-71.072,0,0
144064,6,9,14,0,2,42.3316,-85.186,0,62
162298,6,9,14,0,1,36.1682,-79.3362,0,63
144608,6,9,14,0,1,41.7885,-87.6693,0,6
144979,6,9,14,1,0,35.4733,-97.5182,0,92
144045,6,9,14,1,0,39.1634,-84.5419,0,32
144606,6,9,14,0,1,41.8797,-87.703,0,10
144641,6,9,14,0,0,38.8907,-76.9551,0,0
146119,6,9,14,0,1,36.874,-76.2878,0,89
144113,6,9,14,0,1,39.818,-86.1326,0,96
144499,6,9,14,0,1,43.0752,-87.9597,0,18
184824,6,9,14,0,0,27.903,-82.6951,0,67
144696,6,9,14,0,1,38.9684,-76.5184,0,0
145162,6,9,14,0,0,40.7464,-74.0458,0,33
144185,6,9,14,0,2,29.4835,-98.63,0,125
149046,6,9,14,0,0,36.9843,-86.4664,0,0
146117,6,9,14,0,1,36.8419,-76.4317,0,76
144686,6,9,14,0,0,35.1441,-101.928,0,86
144158,6,9,14,1,0,38.6028,-90.0724,0,114
148676,6,9,14,0,1,37.7506,-122.187,0,18
144644,6,9,14,0,0,38.8929,-76.9164,0,0
145081,6,9,14,0,2,29.9729,-90.0489,0,99
144156,6,9,14,0,0,40.0082,-75.1067,0,0
171214,6,9,14,0,1,41.7603,-72.7115,0,3
145101,6,9,14,1,0,29.8813,-90.1163,0,83
144813,6,9,14,0,0,39.9073,-75.0997,0,5
184829,6,9,14,0,0,38.8288,-92.2271,0,50
144501,6,9,14,0,1,43.1143,-87.9643,0,11
148446,6,9,14,2,0,46.2109,-119.174,0,8
144639,6,9,14,0,0,38.8991,-76.9335,0,0
145013,6,9,14,0,0,40.1762,-95.943,0,0
144107,6,9,14,0,3,41.0576,-85.1267,0,80
148066,6,9,14,0,0,37.5043,-77.443,0,69
144613,6,9,14,0,1,41.7722,-87.6653,0,32
144994,6,9,14,1,0,28.019,-82.402,0,61
144070,6,9,14,0,0,43.0674,-83.7334,0,48
148594,6,9,14,1,0,36.7657,-76.589,0,76
144508,6,9,14,0,0,42.3873,-90.3759,0,89
144832,6,9,14,0,0,32.4174,-84.9554,0,135
146141,6,9,14,0,0,38.3579,-81.6273,0,36
144503,6,9,14,0,1,43.0751,-87.9315,0,10
184830,6,9,14,0,0,35.3454,-94.3602,0,76
144824,6,9,14,0,2,32.4898,-84.9757,0,135
145060,6,9,14,1,0,33.4538,-112.074,0,24
144465,6,9,14,0,0,35.372,-81.5985,0,111
144371,6,9,14,0,1,37.0317,-76.3758,0,92
144939,6,9,14,0,0,35.4702,-86.4592,0,62
144713,6,9,14,0,1,39.294,-76.62,0,40
145192,6,9,14,0,0,39.9491,-75.0817,0,5
144281,6,9,14,0,0,35.1616,-89.9773,0,93
149214,6,9,14,0,1,27.2995,-82.4971,0,72
144703,6,9,14,0,0,39.1407,-76.6184,0,32
144899,6,9,14,0,1,38.7107,-90.3298,0,85
150104,6,9,14,0,0,29.3854,-98.5248,0,119
144223,6,9,14,0,0,33.6859,-84.4114,0,59
144597,6,9,14,1,1,41.7613,-87.6282,0,32
146710,6,9,14,0,0,34.7137,-92.343,0,30
145734,6,9,14,0,1,32.3643,-88.7037,0,82
144431,6,9,14,0,0,42.1242,-72.5845,0,0
144936,6,9,14,1,0,38.3441,-90.8156,0,119
144037,6,9,14,1,1,41.4943,-87.5648,0,34
144720,6,9,14,0,1,34.7754,-82.4206,0,25
145390,6,9,14,1,0,46.1381,-115.963,1,7
144340,6,9,14,0,2,37.2994,-77.2939,0,63
144714,6,9,14,0,0,39.294,-76.62,0,40
146383,6,9,14,1,0,30.1808,-85.7192,0,6
144700,6,9,14,0,0,39.141,-76.6464,0,32
144887,6,9,14,0,0,34.6105,-80.6825,0,44
146349,6,9,14,0,0,26.5982,-81.7138,0,79
144545,6,9,14,0,1,45.8236,-111.636,0,0
146876,6,9,14,1,0,33.2489,-87.545,0,63
145226,6,9,14,0,0,40.7392,-74.2016,0,29
144868,6,9,14,0,0,40.2194,-74.7609,0,15
144542,6,9,14,1,0,36.154,-95.9928,0,73
184832,6,9,14,0,0,47.4435,-122.296,0,33
144835,6,9,14,0,1,40.8505,-74.0264,0,36
145237,6,9,14,0,0,40.0467,-76.1784,0,0
144536,6,9,14,0,0,35.4733,-97.5182,0,92
151171,6,9,14,3,0,33.6788,-112.53,0,22
146315,6,9,14,0,0,44.5977,-69.0682,0,42
147722,6,9,14,0,0,31.9535,-86.3139,0,90
184838,6,9,14,0,0,42.2033,-89.0963,0,67
148451,6,9,14,0,0,43.1077,-79.0514,2,145
144716,6,9,14,0,1,39.2802,-76.5965,0,46
145551,6,9,14,0,0,42.2615,-89.0769,0,67
161962,6,9,14,0,0,27.7513,-97.4467,0,34
144556,6,9,14,0,2,37.7694,-122.209,0,18
145367,6,9,14,0,1,32.3654,-86.3,0,77
156245,6,9,14,0,6,40.9207,-74.1591,0,35
146475,6,9,14,0,1,32.5138,-92.1176,0,14
144549,6,9,14,2,1,45.6599,-122.538,0,17
151211,6,9,14,1,0,32.4287,-104.249,0,55
144931,6,9,14,0,1,39.718,-74.97,0,4
144351,6,9,14,0,0,31.6827,-106.214,0,75
147365,6,9,14,0,0,38.973,-76.7579,0,0
144601,6,9,14,0,1,41.7536,-87.6466,0,31
144195,6,9,14,0,0,40.1665,-76.6078,32,0
145347,6,9,14,1,0,35.7339,-80.5471,0,77
144718,6,9,14,0,0,34.5216,-82.6687,0,6
146567,6,9,14,0,0,41.0679,-85.1677,0,50
144909,6,9,14,0,1,36.063,-86.6837,0,59
146547,6,9,14,0,0,29.9551,-90.0747,0,93
144152,6,9,14,2,1,45.6396,-122.68,0,49
265274,6,9,14,0,1,40.1197,-75.3482,0,0
265273,6,9,14,1,0,40.234,-74.7608,1,15
265288,6,9,14,0,1,39.9675,-75.2214,0,0
144495,6,9,14,0,1,45.0354,-93.2328,1,0
184837,6,9,14,0,0,38.8523,-77.0425,0,48
184831,6,9,14,0,0,29.9822,-90.2567,0,92
265078,6,9,14,0,1,40.0576,-75.1549,0,0
144916,6,9,14,1,1,38.5822,-90.2609,2,81
265071,6,9,14,0,1,40.1176,-75.0145,0,0
265069,6,9,14,0,1,40.0031,-75.1378,0,0
265267,6,9,14,0,1,39.9019,-75.1933,0,0
188073,6,9,14,0,1,36.1667,-79.342,1,63
150512,6,9,14,0,0,26.0637,-80.2739,1,99
145224,6,10,14,1,0,40.7198,-74.2152,0,28
144841,6,10,14,0,0,32.4688,-84.9537,0,135
146617,6,10,14,0,0,32.3745,-93.6901,0,5
145185,6,10,14,0,0,38.8106,-90.8328,0,63
184867,6,10,14,0,0,39.3006,-94.7126,0,13
144844,6,10,14,1,0,39.8655,-105.475,0,13
146631,6,10,14,0,0,30.4082,-91.0661,0,68
145220,6,10,14,0,1,41.8639,-87.7301,0,9
196767,6,10,14,0,0,32.4905,-84.9182,0,136
144983,6,10,14,0,1,43.0797,-87.9422,0,16
146634,6,10,14,1,0,30.4596,-91.142,0,61
151219,6,10,14,0,0,35.0383,-106.679,0,12
145199,6,10,14,0,1,41.0743,-85.1274,0,80
144755,6,10,14,2,1,45.5298,-122.407,2,49
144985,6,10,14,0,1,43.0825,-87.9584,0,18
148957,6,10,14,0,0,43.0342,-83.6751,0,34
145723,6,10,14,0,1,33.8522,-88.2479,0,39
144987,6,10,14,1,0,25.7835,-80.1318,0,113
149043,6,10,14,0,0,36.4572,-79.6752,0,65
148222,6,10,14,1,0,41.4922,-81.71,1,10
145062,6,10,14,1,1,32.2162,-110.971,1,3
178340,6,10,14,0,0,42.6243,-83.8557,1,47
145369,6,10,14,0,1,35.1938,-90.0078,1,88
146356,6,10,14,0,0,30.4462,-84.3425,0,8
145777,6,10,14,0,0,32.4703,-88.7707,0,83
145968,6,10,14,0,0,39.2038,-76.5922,1,0
208986,6,10,14,0,0,40.9897,-75.2238,0,0
144837,6,10,14,0,0,39.8604,-104.985,0,31
144954,6,10,14,0,2,29.4185,-98.459,0,120
144989,6,10,14,0,1,43.0866,-87.9222,0,10
525076,6,10,14,0,0,43.1512,-77.6131,1,137
144610,6,10,14,0,1,41.9334,-87.7467,0,39
145632,6,10,14,0,0,41.6872,-70.9263,0,0
145113,6,10,14,0,0,36.8408,-119.799,0,23
148603,6,10,14,1,2,39.7309,-75.7041,0,22
144691,6,10,14,0,0,39.8137,-75.4421,0,10
145653,6,10,14,0,1,43.1663,-78.6859,0,144
145125,6,10,14,1,0,32.717,-100.908,0,83
148609,6,10,14,0,1,39.7464,-75.5655,0,3
144748,6,10,14,0,0,35.1215,-120.621,0,35
146342,6,10,14,0,0,26.4185,-81.4124,0,80
145137,6,10,14,0,0,41.4626,-81.902,0,16
184856,6,10,14,0,0,36.1334,-86.6652,0,52
146354,6,10,14,0,0,26.6501,-81.8413,0,78
145151,6,10,14,0,0,41.2984,-96.0526,0,0
184865,6,10,14,0,0,35.3953,-97.5966,0,90
144974,6,10,14,0,1,41.9246,-87.7195,0,4
146374,6,10,14,1,0,30.3897,-86.2607,0,5
145449,6,10,14,0,0,41.0783,-81.5171,0,34
184866,6,10,14,0,0,29.9872,-95.3477,0,141
144977,6,10,14,0,2,41.7629,-87.6798,0,32
146413,6,10,14,0,0,30.4293,-84.2827,0,8
145589,6,10,14,0,0,42.5105,-92.3378,0,62
144981,6,10,14,0,1,43.0592,-87.9575,0,16
148456,6,10,14,0,1,35.7189,-81.3439,0,96
144828,6,10,14,0,1,32.4594,-84.9608,0,135
145755,6,10,14,0,0,41.3168,-72.9426,0,93
149149,6,10,14,0,1,36.6893,-79.7498,0,16
265290,6,10,14,1,1,39.9704,-75.1716,0,0
145247,6,10,14,0,0,40.2912,-76.953,1,0
145610,6,10,14,1,0,40.0191,-75.1333,0,0
145300,6,10,14,0,0,40.1836,-80.2584,0,0
163557,6,10,14,0,0,39.9869,-75.1565,0,0
145055,6,10,14,0,0,42.5107,-92.3377,0,62
146748,6,10,14,0,0,35.8413,-90.7233,0,59
145946,6,10,14,0,1,39.7576,-75.5319,0,1
145067,6,10,14,1,0,48.7755,-122.451,0,42
147069,6,10,14,0,0,36.3227,-78.4167,0,32
144891,6,10,14,0,1,38.2124,-90.3914,0,114
147584,6,10,14,2,0,39.9057,-75.2933,0,0
145344,6,10,14,0,1,34.7049,-80.7886,0,44
144910,6,10,14,0,0,36.1215,-86.7207,0,52
147711,6,10,14,0,1,31.2082,-85.378,0,85
145351,6,10,14,0,1,35.2036,-80.801,0,100
144920,6,10,14,0,1,38.2341,-85.8007,0,0
146087,6,10,14,0,0,38.8584,-76.9931,0,0
145075,6,10,14,0,0,39.3947,-119.237,0,38
173199,6,10,14,1,0,33.8898,-118.263,0,64
146091,6,10,14,0,0,38.8899,-76.9471,0,0
145097,6,10,14,0,0,29.9512,-90.1701,0,82
181537,6,10,14,1,0,36.7451,-93.914,0,158
146166,6,10,14,0,0,37.3687,-84.6433,0,0
145099,6,10,14,0,0,29.4203,-98.5877,0,124
184839,6,10,14,0,0,31.6075,-97.2198,0,56
147552,6,10,14,0,1,35.9702,-83.9338,0,15
145329,6,10,14,1,0,34.7033,-80.7887,0,44
184852,6,10,14,0,0,26.6879,-80.0906,0,87
145077,6,10,14,0,0,39.293,-84.3218,1,54
146720,6,10,14,0,0,34.5708,-92.5396,0,28
144992,6,10,14,0,2,28.0514,-81.9607,0,40
148133,6,10,14,0,0,32.4817,-90.1252,0,73
145277,6,10,14,2,0,41.6644,-86.0932,0,21
161944,6,10,14,0,0,27.7777,-97.4288,0,34
145620,6,10,14,1,2,39.7169,-75.7022,0,21
265293,6,10,14,0,1,40.013,-75.2019,0,0
145840,6,10,14,0,0,30.4518,-88.8141,1,114
184847,6,10,14,0,0,32.8982,-97.0404,1,98
144733,6,10,14,1,0,34.0631,-117.287,1,47
144586,6,10,14,0,2,44.972,-93.1161,0,0
144588,6,10,14,0,1,44.9555,-93.2588,0,0
184855,6,10,14,0,0,29.6578,-95.2767,0,147
146300,6,10,14,0,0,40.1278,-75.1285,0,0
145443,6,10,14,0,0,41.6348,-83.5747,0,46
144948,6,10,14,0,0,33.4327,-94.0091,0,1
148341,6,10,14,0,0,38.3548,-82.3638,0,17
145103,6,10,14,0,0,29.5228,-98.515,0,123
145991,6,10,14,0,1,39.3416,-76.6758,0,40
146085,6,10,14,0,0,38.8831,-76.9596,0,0
144850,6,10,14,0,0,32.496,-84.9577,0,134
157488,6,10,14,0,0,38.0236,-84.9285,0,0
145267,6,10,14,0,0,30.8672,-83.2839,0,177
146083,6,10,14,0,0,38.9226,-77.034,0,0
144864,6,10,14,0,0,32.5067,-84.9057,0,136
153607,6,10,14,0,0,38.9584,-92.3166,0,45
144876,6,10,14,1,0,33.8764,-84.2935,0,81
145260,6,10,14,0,1,30.8427,-83.9851,0,173
146039,6,10,14,0,1,29.7192,-81.5079,0,24
144859,6,10,14,0,0,32.5057,-84.9433,0,134
147503,6,10,14,0,1,33.7013,-78.8896,0,107
145068,6,10,14,0,0,45.5912,-122.717,0,44
145438,6,11,14,1,0,41.0507,-81.5209,0,34
147669,6,11,14,0,0,44.0345,-69.6567,0,53
145503,6,11,14,0,2,43.0527,-83.6544,0,34
145182,6,11,14,0,0,39.8241,-86.2349,0,94
145494,6,11,14,0,1,44.9554,-122.968,0,21
146098,6,11,14,0,1,37.0189,-76.4376,0,95
145176,6,11,14,0,1,38.6523,-90.2604,0,84
145172,6,11,14,0,1,38.9802,-92.3191,0,45
146077,6,11,14,0,0,38.8846,-76.9508,0,0
147935,6,11,14,0,1,30.3888,-87.7018,1,95
150488,6,11,14,0,1,40.2616,-76.8683,0,0
150391,6,11,14,0,0,37.5738,-77.5384,0,68
145320,6,11,14,0,1,43.0515,-87.9553,0,18
145738,6,11,14,0,1,43.0753,-70.9416,0,0
145058,6,11,14,0,1,33.5531,-112.186,0,30
145475,6,11,14,1,0,34.1192,-117.26,0,40
145774,6,11,14,0,1,37.6935,-97.3265,0,84
146303,6,11,14,0,0,42.9038,-73.2149,0,0
148395,6,11,14,0,1,43.2971,-72.4749,0,0
145317,6,11,14,0,0,33.7249,-79.3418,0,103
146296,6,11,14,0,0,39.9622,-75.1536,2,0
265305,6,11,14,0,1,40.0226,-75.1201,0,0
145417,6,11,14,1,1,39.6364,-84.2184,1,42
265347,6,11,14,0,0,40.61,-75.4754,0,0
145376,6,11,14,0,0,35.0029,-89.9369,0,85
145396,6,11,14,1,2,40.2942,-109.84,1,55
145580,6,11,14,1,0,32.0894,-81.1118,1,162
145771,6,11,14,1,0,41.7806,-72.6884,0,1
145742,6,11,14,0,0,42.1042,-72.5654,1,0
148010,6,11,14,0,1,35.1195,-77.0583,1,12
146161,6,11,14,1,0,38.0465,-84.4856,0,0
146023,6,11,14,0,1,39.4786,-75.0243,0,1
145091,6,11,14,1,0,29.8028,-95.509,0,138
145485,6,11,14,0,3,33.4368,-111.943,1,26
145667,6,11,14,1,0,25.7761,-80.2183,1,113
145736,6,11,14,0,0,42.3443,-71.0745,0,0
145145,6,11,14,0,1,40.0153,-82.9821,0,25
147708,6,11,14,0,1,32.3294,-86.2275,0,77
149048,6,11,14,0,1,36.9901,-86.2459,0,0
145467,6,11,14,0,0,37.7189,-122.401,0,17
146035,6,11,14,0,0,38.9473,-77.0236,0,0
145168,6,11,14,0,0,42.2393,-83.604,0,54
149020,6,11,14,0,0,36.3604,-82.3884,0,6
145465,6,11,14,1,0,36.7261,-119.801,0,31
146032,6,11,14,0,0,38.9472,-77.0221,0,0
145270,6,11,14,0,0,41.2561,-75.9049,0,0
265295,6,11,14,0,1,40.0003,-75.1309,2,0
145463,6,11,14,0,1,37.929,-122.321,0,15
145678,6,11,14,1,0,27.9946,-82.4106,0,61
145122,6,11,14,1,0,32.4474,-99.7465,0,71
147574,6,11,14,0,0,29.9229,-90.0777,0,91
145312,6,11,14,1,0,33.4126,-79.9347,0,102
145675,6,11,14,0,2,28.3162,-82.6906,0,36
145120,6,11,14,1,0,30.4851,-91.0837,0,101
149011,6,11,14,0,0,42.999,-85.653,0,76
145053,6,11,14,0,1,39.6767,-84.2514,0,42
146042,6,11,14,0,0,38.9105,-77.0429,0,0
224708,6,11,14,0,0,33.5095,-111.91,0,23
145314,6,11,14,0,1,40.3502,-79.8578,0,0
145046,6,11,14,0,0,41.7384,-87.6013,0,33
145216,6,11,14,0,1,41.9084,-87.6802,0,10
146421,6,11,14,1,0,40.6272,-91.3352,1,83
181971,6,11,14,1,0,42.174,-122.668,1,5
145685,6,11,14,0,0,27.477,-80.298,0,84
370892,6,11,14,1,1,36.1989,-115.118,0,6
145472,6,11,14,1,0,38.3438,-121.998,0,11
149084,6,11,14,0,1,40.6938,-73.9913,0,52
146047,6,11,14,0,0,26.3145,-81.3429,0,80
145692,6,11,14,0,0,36.1439,-95.8513,0,78
147060,6,11,14,1,0,35.8344,-78.6005,0,34
145305,6,11,14,1,2,33.791,-80.3345,0,67
145650,6,11,14,0,1,34.2182,-77.9311,0,18
146750,6,11,14,0,0,36.074,-94.1786,0,86
145294,6,11,14,1,0,33.9697,-84.1461,0,96
147587,6,11,14,2,0,25.9884,-80.2927,0,102
273102,6,11,14,1,0,41.0273,-85.0854,0,80
145470,6,11,14,1,1,37.8552,-122.277,1,15
145481,6,11,14,1,1,33.4538,-112.074,1,24
145116,6,11,14,0,0,30.389,-91.1051,0,70
148797,6,11,14,0,1,33.6913,-84.1796,0,92
145423,6,11,14,0,1,41.9612,-87.7046,0,40
146005,6,11,14,1,0,38.85,-76.9798,0,0
145115,6,11,14,0,0,32.8379,-97.0883,0,92
147897,6,11,14,0,0,41.0439,-85.1227,0,80
145326,6,11,14,0,0,43.0383,-88.0447,0,13
145758,6,11,14,0,1,41.2936,-72.9419,0,95
146214,6,11,14,0,0,38.9606,-95.6866,0,56
145206,6,11,14,0,1,41.5804,-87.3566,0,2
184873,6,11,14,0,0,33.6356,-84.4333,0,60
145584,6,11,14,0,0,40.9363,-74.1522,0,35
146151,6,11,14,0,0,38.0428,-84.5091,0,0
145197,6,11,14,1,0,39.787,-86.1197,0,96
178479,6,11,14,0,0,43.0409,-76.1526,0,129
146019,6,11,14,0,1,28.5964,-81.4507,0,45
145454,6,11,14,0,0,40.8197,-81.3529,0,49
148814,6,11,14,0,1,43.6655,-72.3462,0,0
145118,6,11,14,0,0,33.4095,-94.0953,0,1
148795,6,11,14,0,1,39.9241,-75.1089,0,5
145421,6,11,14,0,1,41.8277,-87.6088,0,26
145051,6,11,14,0,1,39.1008,-84.304,1,31
148762,6,11,14,0,0,38.241,-81.5604,0,36
145257,6,11,14,0,0,41.8817,-87.6323,0,6
194639,6,11,14,0,0,32.6891,-84.5222,0,137
145639,6,11,14,0,2,43.1874,-77.5841,0,138
145570,6,11,14,0,0,32.5799,-84.5508,0,137
146613,6,11,14,0,0,29.9476,-90.0482,0,102
184887,6,11,14,0,0,37.6358,-122.4,0,22
145636,6,11,14,0,1,43.1807,-77.6041,0,137
146606,6,11,14,1,0,29.9787,-90.0573,0,93
145245,6,11,14,0,1,41.8641,-87.7129,0,9
184886,6,11,14,0,0,35.3953,-97.5966,0,90
145624,6,11,14,0,0,40.0821,-74.2097,0,30
146549,6,11,14,1,0,30.0639,-90.5013,0,57
145254,6,11,14,0,0,41.8819,-87.6295,0,6
146108,6,11,14,0,1,36.844,-76.3125,0,79
145987,6,11,14,0,0,39.294,-76.62,0,40
155315,6,11,14,0,0,27.4326,-80.4469,0,55
184877,6,11,14,0,0,45.8074,-108.523,0,0
145605,6,11,14,0,0,39.9045,-75.1007,0,5
146462,6,11,14,0,1,29.9459,-90.0947,0,91
145214,6,11,14,0,0,40.18,-105.1,0,11
184874,6,11,14,0,0,36.2576,-94.2927,0,91
145587,6,11,14,1,1,35.158,-90.0118,0,90
146260,6,11,14,0,0,41.4466,-81.2166,0,76
145240,6,11,14,0,0,40.2605,-76.8054,0,0
145108,6,11,14,0,1,29.3761,-98.527,0,118
145419,6,11,14,0,1,41.7477,-87.5954,0,33
145986,6,11,14,0,0,39.294,-76.62,0,40
145106,6,11,14,0,1,29.446,-98.5343,0,116
148121,6,11,14,1,0,33.4451,-88.8218,0,38
145402,6,11,14,0,1,35.4777,-97.5411,0,92
145087,6,11,14,0,0,36.6776,-119.853,0,31
145195,6,11,14,0,0,40.0466,-86.0145,0,29
148747,6,11,14,0,0,32.3873,-80.5282,0,121
146472,6,11,14,0,0,29.9374,-90.1009,0,91
145978,6,11,14,0,0,39.9316,-75.1087,0,5
184878,6,11,14,0,0,33.8247,-116.508,0,42
145616,6,11,14,0,1,39.113,-75.5139,0,34
145084,6,11,14,1,0,29.9769,-90.0528,0,93
148072,6,11,14,0,2,26.6226,-81.8637,0,78
145387,6,11,14,0,0,41.2172,-96.0046,0,0
145796,6,11,14,0,0,32.3575,-90.1537,0,65
145073,6,11,14,1,1,36.0225,-115.009,0,22
148040,6,11,14,0,0,28.075,-82.507,0,64
145894,6,11,14,0,1,26.1444,-80.1717,0,94
145780,6,11,14,0,0,42.4463,-83.1472,0,27
145243,6,11,14,0,1,41.7629,-87.6416,0,31
145340,6,11,14,0,1,43.0934,-87.9671,0,17
146479,6,11,14,0,0,32.4984,-93.7334,0,2
145507,6,11,14,1,0,41.0273,-85.0854,0,80
145399,6,11,14,0,0,35.9882,-95.8065,0,80
148117,6,11,14,1,0,34.3629,-89.8914,0,10
145070,6,11,14,1,0,45.4467,-122.624,0,41
145974,6,11,14,0,0,39.9435,-75.1066,0,5
146404,6,12,14,1,0,36.1646,-86.7771,0,51
145412,6,12,14,0,1,39.1437,-84.5591,0,32
145706,6,12,14,0,1,41.9362,-87.814,0,19
145526,6,12,14,0,1,41.8248,-87.6879,0,21
146003,6,12,14,0,0,31.4339,-83.5169,0,172
145378,6,12,14,0,1,41.5853,-93.637,0,34
147777,6,12,14,0,0,39.4489,-74.9827,0,1
184891,6,12,14,0,0,32.8982,-97.0404,1,98
265694,6,12,14,0,0,39.9036,-75.3749,0,0
147985,6,12,14,1,0,36.1074,-79.6586,0,59
149025,6,12,14,0,0,36.2916,-82.4186,1,7
154024,6,12,14,0,0,32.405,-86.2844,1,78
145714,6,12,14,0,1,39.2083,-84.4597,0,33
145435,6,12,14,0,1,29.9387,-95.2529,0,142
152562,6,12,14,0,1,32.8869,-83.7952,1,141
146217,6,12,14,2,0,38.4513,-105.242,1,60
146016,6,12,14,0,1,31.7794,-84.4412,0,151
145426,6,12,14,0,1,39.1465,-84.5721,0,32
145594,6,12,14,0,1,40.1079,-75.0471,0,0
147656,6,12,14,0,1,30.0217,-90.0522,0,97
145452,6,12,14,0,1,33.6022,-101.818,0,84
145572,6,12,14,0,1,40.6633,-74.2029,0,20
184893,6,12,14,0,0,33.682,-117.859,0,74
146029,6,12,14,0,2,29.1967,-82.0976,0,23
149266,6,12,14,0,1,38.5621,-122.807,0,2
147550,6,12,14,0,0,35.954,-83.9615,0,13
184892,6,12,14,0,0,44.6825,-73.4448,0,115
146443,6,12,14,1,0,27.5154,-99.5132,0,42
145428,6,12,14,0,0,39.2086,-84.4867,0,33
149695,6,12,14,0,0,35.7724,-86.3377,0,48
145718,6,12,14,0,3,39.9708,-82.9701,0,25
146434,6,12,14,0,0,29.5153,-98.6343,0,125
145568,6,12,14,1,0,43.0204,-87.9714,0,7
146064,6,12,14,0,0,38.8973,-76.9151,1,0
145646,6,12,14,0,0,35.2343,-80.9361,0,101
146430,6,12,14,0,0,46.8442,-100.783,0,47
148800,6,12,14,0,1,29.713,-95.776,0,28
145491,6,12,14,1,0,45.4765,-122.556,0,48
153008,6,12,14,0,0,29.9697,-90.1243,0,91
145921,6,12,14,0,0,39.9325,-75.1168,0,5
146881,6,12,14,0,0,43.0403,-83.7147,0,34
145489,6,12,14,0,3,47.4817,-122.245,0,11
146106,6,12,14,0,1,37.0578,-76.3171,0,92
152361,6,12,14,0,0,46.8442,-100.783,0,47
146870,6,12,14,0,0,33.1752,-87.5258,0,70
145477,6,12,14,1,0,32.6384,-117.041,0,80
151715,6,12,14,0,0,43.5092,-96.7313,0,13
145824,6,12,14,1,0,37.3597,-121.892,0,27
146832,6,12,14,0,0,39.1586,-75.5171,0,32
146069,6,12,14,0,0,38.8954,-76.9378,0,0
145826,6,12,14,0,0,37.7195,-122.153,0,18
145539,6,12,14,0,0,39.7883,-89.6324,0,96
211132,6,12,14,0,0,46.8167,-100.769,0,35
146138,6,12,14,0,1,37.7435,-82.2151,0,20
265351,6,12,14,0,1,39.9608,-75.2331,0,0
265359,6,12,14,0,1,39.9895,-75.1445,0,0
145768,6,12,14,2,0,42.3659,-83.2995,1,10
146665,6,12,14,1,0,42.1994,-79.2463,1,150
148980,6,12,14,1,0,41.076,-73.5296,1,144
